"RecID","SpeciesStock","Species","ScieName","SpeciesGrp","YearC","Decade","Lustrum","PartyStatus","PartyName","Flag","FleetGear","Fleet","Stock","SampAreaCode","Area","FishZoneCode","SpcGearGrp","GearGrp","GearCode","CatchTypeCode","QualInfoCode","CnvFactor","Qty_t","yearTACimp","scaled_tacr","tacr","tacever","tac_any","totalFleetCatch","propStock","diff","Qtydiff"
14130,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","RPT1",1,105,Inf,NA,0,0,0,5505.885,0.0190705,-0.04027528,-264
14132,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","RPT1",1,422,Inf,NA,0,0,0,5505.885,0.07664526,0.05757476,317
14135,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","RPT1",1,125,Inf,NA,0,0,0,5505.885,0.02270298,-0.0231332,-160
14138,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","RPT1",1,382,Inf,NA,0,0,0,5505.885,0.06938031,0.04667733,257
14141,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","ATN","unkn","NORT","HSEA","Longline","LL","LL","C","RPT1",1,272,1997,-22,0,1,0,5505.885,0.04940169,0.006782082,7
14144,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","RPT1",1,935,1998,-23,0,1,0,5505.885,0.1698183,0.04083368,133
14145,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1975,1970,1975,"NCC","Chinese Taipei","Chinese Taipei","TAI.LL","TAI","A+M","unkn","ETRO","HSEA","All gears","LL","LLFB","C","RPT1",1,398,Inf,NA,0,0,0,5505.885,0.07228629,-0.07760605,-534
14213,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","RPT1",1,692,1999,-24,0,1,0,692,1,0,170
14215,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-MED.PS","EU.FRA-FR-MED","MED","BF59","MEDI","UNKN","Purse seine","PS","PSM","C","RPT1",1,1600,Inf,NA,0,0,0,1600,1,0,-200
14258,"BLF.A+M","BLF","Thunnus atlanticus","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.PS","EU.FRA-FR-ETRO","A+M","BIL93","WTRO","UNKN","All gears","PS","PSM","C","RPT1",1,7,Inf,NA,0,0,0,41681,0.0001679422,-0.000327633,-14
14296,"ALB.MED","ALB","Thunnus alalunga","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","AL35","MEDI","UNKN","Other surf.","UN","UNCL","C","RPT1",1,500,Inf,NA,0,0,0,2398,0.2085071,0.01319459,0
14298,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Italy","EU.ITA.UN","EU.ITA","MED","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","RPT1",1,959,Inf,NA,0,0,0,2398,0.3999166,0.1030416,199
14311,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","BF53","NE","HSEA","Longline","LL","LL","C","RPT1",1,2900,1999,-24,0,1,0,15587.98,0.1860408,0.03148275,705
14312,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","MED","BF59","MEDI","HSEA","Longline","LL","LL","C","RPT1",1,1260,Inf,NA,0,0,0,15587.98,0.08083152,-0.07372654,-935
14315,"SBF.A+M","SBF","Thunnus maccoyii","3-Tuna (other)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLHB","C","RPT1",1,636,Inf,NA,0,0,0,15587.98,0.04080067,-0.1393176,-1922
14316,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LLMB","C","RPT1",1,13,Inf,NA,0,0,0,15587.98,0.000833976,-0.1966764,-2792
14317,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","ETRO","HSEA","Longline","LL","LLMB","C","RPT1",1,34,Inf,NA,0,0,0,15587.98,0.002181168,-0.04499601,-636
14318,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LL","C","RPT1",1,2431,Inf,NA,0,0,0,15587.98,0.1559535,0.1551195,2418
14320,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","ETRO","HSEA","Longline","LL","LL","C","RPT1",1,1714,Inf,NA,0,0,0,15587.98,0.1099565,0.1077754,1680
14372,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LL","C","RPT1",1,551,Inf,NA,0,0,0,15587.98,0.03534775,0.03415072,534
14377,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LL","C","RPT1",1,57,Inf,NA,0,0,0,15587.98,0.003656664,-0.03169109,-494
14381,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LL","C","RPT1",1,404,Inf,NA,0,0,0,15587.98,0.02591741,0.02528369,395
14387,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LL","C","RPT1",1,14,Inf,NA,0,0,0,15587.98,0.000898128,-0.02501928,-390
14391,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATN","unkn","NORT","HSEA","Longline","LL","LL","C","RPT1",1,2462,1997,-22,0,1,0,15587.98,0.1579422,0.0749949,1284
14395,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","RPT1",1,805,1998,-23,0,1,0,15587.98,0.05164236,0.03819335,614
14396,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1975,1970,1975,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","ETRO","HSEA","All gears","LL","LLHB","C","RPT1",1,223,Inf,NA,0,0,0,15587.98,0.0143059,-0.005902834,-64
14400,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATE","unkn","EAST","UNKN","Longline","LL","LL","C","RPT1",1,15,1999,-24,0,1,0,22613.98,0.0006633066,-0.001050282,-21
14402,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATW","unkn","WEST","UNKN","Longline","LL","LL","C","RPT1",1,8,1982,-7,0,1,0,22613.98,0.0003537635,-0.0005982303,-12
14408,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATW","YF40","WTRO","UNKN","Longline","LL","LL","C","RPT1",1,7718,Inf,NA,0,0,0,22613.98,0.3412934,0.08425503,2318
14413,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATE","unkn","ETRO","UNKN","Longline","LL","LL","C","RPT1",1,7626,Inf,NA,0,0,0,22613.98,0.3372251,-0.1443886,-2492
14440,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","NORT","UNKN","Longline","LL","LL","C","RPT1",1,304,Inf,NA,0,0,0,22613.98,0.01344301,-0.007929248,-145
14442,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","SOUT","UNKN","Longline","LL","LL","C","RPT1",1,354,Inf,NA,0,0,0,22613.98,0.01565404,0.002211022,50
14444,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","NORT","UNKN","Longline","LL","LL","C","RPT1",1,71,Inf,NA,0,0,0,22613.98,0.003139651,-0.003476706,-68
14446,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","SOUT","UNKN","Longline","LL","LL","C","RPT1",1,109,Inf,NA,0,0,0,22613.98,0.004820028,0.001680377,38
14448,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATN","unkn","NORT","COMB","Longline","LL","LL","C","RPT1",1,172,1997,-22,0,1,0,22613.98,0.007605916,0.0003707626,20
14450,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","ATS","unkn","SOUT","COMB","Longline","LL","LL","C","RPT1",1,279,1998,-23,0,1,0,22613.98,0.0123375,-0.01446112,-284
14451,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1975,1970,1975,"CP","KOREA REP.","Korea Rep.","KOR.LL","KOR","A+M","unkn","ETRO","UNKN","All gears","LL","LL","C","RPT1",1,5623,Inf,NA,0,0,0,22613.98,0.2486515,0.08828818,2254
14459,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Malta","EU.MLT.LL","EU.MLT","MED","BF59","MEDI","UNKN","Longline","LL","LL","C","RSCE",1,37,Inf,NA,0,0,0,251,0.1474104,0.04881881,16
14471,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","MAROC","Maroc","MAR.PS","MAR","ATE","unkn","NE","UNKN","Purse seine","PS","PS","C","RPT1",1,2624,1999,-24,0,1,0,3712,0.7068966,0.03796231,2034
14474,"BFT.MED","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","MAROC","Maroc","MAR.PS","MAR","MED","BF59","MEDI","UNKN","Purse seine","PS","PS","C","RPT1",1,40,Inf,NA,0,0,0,3712,0.01077586,0.008508288,38
14478,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","MAROC","Maroc","MAR.PS","MAR","ATE","unkn","ETRO","UNKN","Purse seine","PS","PS","C","RPT1",1,1048,Inf,NA,0,0,0,3712,0.2823276,-0.0464706,758
14495,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","MAROC","Maroc","MAR.LL","MAR","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,15,1997,-22,0,1,0,133,0.112782,0.05424537,3
14497,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","MAROC","Maroc","MAR.LL","MAR","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","RPT1",1,118,Inf,NA,0,0,0,133,0.887218,-0.05424537,-75
14517,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","BF57","AZOR","UNKN","Bait boat","BB","BB","C","RPT1",1,303,1999,-24,0,1,0,382,0.7931937,0.6773659,112
14519,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","YF02","AZOR","UNKN","Bait boat","BB","BB","C","RPT1",1,1,Inf,NA,0,0,0,382,0.002617801,NA,NA
14530,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","RPT1",1,78,Inf,NA,0,0,0,382,0.2041885,-0.6799837,-1380
14532,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","RPT1",1,491,Inf,NA,0,0,0,549,0.8943534,0.06535709,45
14534,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATN","BIL94B","MDRA","UNKN","Other surf.","BB","BB","C","RPT1",1,58,1997,-22,0,1,0,549,0.1056466,-0.06535709,-34
14566,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATE","BF58","CANA","UNKN","Bait boat","BB","BB","C","RPT1",1,978,1999,-24,0,1,0,2782,0.3515457,0.2827366,432
14569,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATW","YF40","WTRO","UNKN","Purse seine","PS","PS","C","RPT1",1,762,Inf,NA,0,0,0,41411,0.01840091,0.001365548,273
14575,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATE","unkn","ETRO","UNKN","Purse seine","PS","PS","C","RPT1",1,23685,Inf,NA,0,0,0,41411,0.5719495,0.2572438,9640
14577,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATE","YF02","CANA","UNKN","Bait boat","BB","BB","C","RPT1",1,1028,Inf,NA,0,0,0,2782,0.3695183,0.1134377,-1004
14603,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","All gears","UN","SURF","C","RPT1",1,732,Inf,NA,0,0,0,2627,0.2786448,0.03116283,44
14605,"SKJ.ATW","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATW","SJ40","WTRO","UNKN","Purse seine","PS","PS","C","RPT1",1,103,Inf,NA,0,0,0,41411,0.002487262,-0.001693195,-17
14609,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-ETRO.PS","EU.ESP-ES-ETRO","ATE","SJ03","ETRO","UNKN","Purse seine","PS","PS","C","RPT1",1,16861,Inf,NA,0,0,0,41411,0.4071623,-0.278132,-13723
14612,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-CANARY.BB","EU.ESP-ES-CANARY","ATE","SJ01","CANA","UNKN","Bait boat","BB","BB","C","RPT1",1,776,Inf,NA,0,0,0,2782,0.278936,-0.3961743,-4581
14614,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","RPT1",1,26,Inf,NA,0,0,0,632,0.04113924,0.03543799,21
14616,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","RPT1",1,40,Inf,NA,0,0,0,163,0.2453988,0.1148841,-31
14621,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","All gears","UN","SURF","C","RPT1",1,289,Inf,NA,0,0,0,2627,0.1100114,0.03123444,70
14623,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","RPT1",1,158,Inf,NA,0,0,0,632,0.25,-0.6328829,60
14631,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,3747,1997,-22,0,1,0,4035.558,0.9284961,-0.0006921997,854
14632,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","RPT1",1,89,Inf,NA,0,0,0,192,0.4635417,-0.3212117,-611
14634,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1975,1970,1975,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.UN","EU.ESP-ES-MEDI","A+M","BIL95","MEDI","UNKN","All gears","UN","UNCL","C","RPT1",1,337,Inf,NA,0,0,0,2627,0.1282832,0.03577627,37
14784,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","VENEZUELA","Venezuela","VEN.LL","VEN","ATW","YF40","WTRO","UNKN","Longline","LL","LL","C","RPT1",1,563,Inf,NA,0,0,0,888,0.634009,-0.1683783,-647
14806,"SAI.ATW","SAI","Istiophorus albicans","1-Tuna (major sp.)",1975,1970,1975,"CP","VENEZUELA","Venezuela","VEN.LL","VEN","ATW","BIL94A","NW","UNKN","Longline","LL","LL","C","RPT1",1,56,Inf,NA,0,0,0,888,0.06306306,0.01200206,-21
14809,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"CP","VENEZUELA","Venezuela","VEN.LL","VEN","A+M","BIL94A","NW","UNKN","Longline","LL","LL","C","RPT1",1,82,Inf,NA,0,0,0,888,0.09234234,0.03730255,-1
14812,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"CP","VENEZUELA","Venezuela","VEN.LL","VEN","A+M","BIL94A","NW","UNKN","Longline","LL","LL","C","RPT1",1,113,Inf,NA,0,0,0,888,0.1272523,0.05165544,-1
14816,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1975,1970,1975,"CP","VENEZUELA","Venezuela","VEN.LL","VEN","ATN","BIL94A","NW","COMB","Longline","LL","LL","C","RPT1",1,52,1997,-22,0,1,0,888,0.05855856,0.04264344,28
14817,"TUN.A+M","TUN","Thunnini","3-Tuna (other)",1975,1970,1975,"CP","VENEZUELA","Venezuela","VEN.LL","VEN","A+M","BIL93","WTRO","UNKN","All gears","LL","LL","C","RPT1",1,22,Inf,NA,0,0,0,888,0.02477477,-0.1878573,-778
14823,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1975,1970,1975,"CP","GRENADA","Grenada","GRD.LL","GRD","ATW","YF40","WTRO","UNKN","Longline","LL","LL","C","COLV",1,100,Inf,NA,0,0,0,100,1,0,0
14835,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1975,1970,1975,"CP","MEXICO","Mexico","MEX.LL","MEX","ATW","BF60","GOFM","UNKN","Longline","LL","LL","C","RPT1",1,24,1982,-7,0,1,0,6618,0.003626473,-0.001755807,-15
14839,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1975,1970,1975,"CP","MEXICO","Mexico","MEX.LL","MEX","ATL","BIL91","GOFM","UNKN","All gears","LL","LL","C","RSCE",1,446,Inf,NA,0,0,0,6618,0.06739196,0.007082825,9
14845,"SSM.A+M","SSM","Scomberomorus maculatus","2-Tuna (small)",1975,1970,1975,"CP","MEXICO","Mexico","MEX.LL","MEX","A+M","BIL91","GOFM","UNKN","All gears","LL","LL","C","RSCE",1,4794,Inf,NA,0,0,0,6618,0.724388,0.001782457,-442
14848,"KGM.A+M","KGM","Scomberomorus cavalla","2-Tuna (small)",1975,1970,1975,"CP","MEXICO","Mexico","MEX.LL","MEX","A+M","BIL91","GOFM","UNKN","All gears","LL","LL","C","RPT1",1,1354,Inf,NA,0,0,0,6618,0.2045935,-0.006695454,-177
15002,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1975,1970,1975,"NCO","Non-contracting parties","Mixed flags (FR+ES)","MIX.FR+ES.PS","MIX.FR+ES","A+M","BIL97","SE","UNKN","Other surf.","PS","PS","C","RPT1",1,86,Inf,NA,0,0,0,518,0.1660232,5.677947e-05,7
15003,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1975,1970,1975,"NCO","Non-contracting parties","Mixed flags (FR+ES)","MIX.FR+ES.PS","MIX.FR+ES","A+M","BIL97","SE","UNKN","Other surf.","PS","PS","C","RPT1",1,16,Inf,NA,0,0,0,518,0.03088803,-0.0006245742,1
15096,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","YF09","SW","UNKN","Longline","LL","LL","C","RPT1",1,431,Inf,NA,0,0,0,1001.152,0.4305039,0.1537875,171
15100,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","YF09","SW","UNKN","Longline","LL","LL-surf","C","RPT1",1,34,Inf,NA,0,0,0,1001.152,0.03396087,-0.3965431,-397
15115,"BLF.A+M","BLF","Thunnus atlanticus","2-Tuna (small)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","A+M","BIL96","SW","UNKN","All gears","UN","SURF","C","RPT1",1,56,Inf,NA,0,0,0,988,0.05668016,0.03194163,-67
15120,"WAH.A+M","WAH","Acanthocybium solandri","2-Tuna (small)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","A+M","BIL96","SW","UNKN","All gears","LL","LLHB","C","RPT1",1,4,Inf,NA,0,0,0,1001.152,0.003995396,0.0008025144,1
15122,"WAH.A+M","WAH","Acanthocybium solandri","2-Tuna (small)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","A+M","BIL96","SW","UNKN","All gears","UN","SURF","C","RPT1",1,5,Inf,NA,0,0,0,988,0.005060729,NA,NA
15124,"KGM.A+M","KGM","Scomberomorus cavalla","2-Tuna (small)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","A+M","BIL96","SW","UNKN","All gears","UN","SURF","C","RPT1",1,546,Inf,NA,0,0,0,988,0.5526316,0.1131706,-1639
15129,"SAI.ATW","SAI","Istiophorus albicans","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATW","BIL96","SW","UNKN","Longline","LL","LLHB","C","RPT1",1,114,Inf,NA,0,0,0,1001.152,0.1138688,0.03298245,38
15132,"SAI.ATW","SAI","Istiophorus albicans","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","ATW","BIL96","SW","UNKN","Other surf.","UN","SURF","C","RPT1",1,62,Inf,NA,0,0,0,988,0.06275304,NA,NA
15135,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","A+M","BIL96","SW","UNKN","Longline","LL","LLHB","C","RPT1",1,18,Inf,NA,0,0,0,1001.152,0.01797928,0.002014874,3
15138,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","A+M","BIL96","SW","UNKN","Other surf.","UN","SURF","C","RPT1",1,11,Inf,NA,0,0,0,988,0.0111336,NA,NA
15143,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","A+M","BIL96","SW","UNKN","Longline","LL","LLHB","C","RPT1",1,33,Inf,NA,0,0,0,1001.152,0.03296202,-0.001095387,1
15146,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","A+M","BIL96","SW","UNKN","Other surf.","UN","SURF","C","RPT1",1,25,Inf,NA,0,0,0,988,0.02530364,NA,NA
15152,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.LL","BRA","ATS","BIL96","SW","UNKN","Longline","LL","LL","C","RPT1",1,338,1998,-22,0,1,0,1001.152,0.337611,-0.2094361,-176
15156,"BRS.A+M","BRS","Scomberomorus brasiliensis","2-Tuna (small)",1976,1970,1975,"CP","BRAZIL","Brazil","BRA.UN","BRA","A+M","BIL96","SW","UNKN","All gears","UN","SURF","C","RPT1",1,283,Inf,NA,0,0,0,988,0.2864372,-0.2493632,-2381
