"RecID","SpeciesStock","Species","ScieName","SpeciesGrp","YearC","Decade","Lustrum","PartyStatus","PartyName","Flag","FleetGear","Fleet","Stock","SampAreaCode","Area","FishZoneCode","SpcGearGrp","GearGrp","GearCode","CatchTypeCode","QualInfoCode","CnvFactor","Qty_t","yearTACimp","scaled_tacr","tacr","tacever","tac_any","totalFleetCatch","propStock","diff","Qtydiff"
8,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1950,1950,1950,"CP","CANADA","Canada","CAN.RR","CAN","ATW","BF51","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,75,1982,-32,0,1,0,75,1,NA,NA
19,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1950,1950,1950,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,1869,1999,-49,0,1,0,1869,1,NA,NA
51,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1950,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,593,Inf,NA,0,0,0,593,1,NA,NA
54,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1950,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,111,Inf,NA,0,0,0,111,1,NA,NA
71,"LTA.ATL","LTA","Euthynnus alletteratus","2-Tuna (small)",1950,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,2,Inf,NA,0,0,0,7314.5,0.000273429489370429,NA,NA
73,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1950,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,138,Inf,NA,0,0,0,1264,0.109177215189873,NA,NA
75,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1950,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,3,Inf,NA,0,0,0,7314.5,0.000410144234055643,NA,NA
77,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1950,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,236,Inf,NA,0,0,0,1264,0.186708860759494,NA,NA
82,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1950,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,1445,1997,-47,0,1,0,1555.12,0.929188744276969,NA,NA
85,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1950,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,586,Inf,NA,0,0,0,586,1,NA,NA
169,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1951,1950,1950,"CP","CANADA","Canada","CAN.RR","CAN","ATW","BF51","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,86,1982,-31,0,1,0,86,1,0,11
180,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1951,1950,1950,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,2893,1999,-48,0,1,0,2893,1,0,1024
213,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1951,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,358,Inf,NA,0,0,0,358,1,0,-235
215,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1951,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,101,Inf,NA,0,0,0,101,1,0,-10
232,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1951,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,228,Inf,NA,0,0,0,1038,0.219653179190751,0.110475964000878,90
234,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1951,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,165,Inf,NA,0,0,0,1038,0.158959537572254,-0.0277493231872393,-71
239,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1951,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,966,1997,-46,0,1,0,1039.615,0.929190132885732,1.38860876264246e-06,-479
242,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1951,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,580,Inf,NA,0,0,0,580,1,0,-6
384,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1952,1950,1950,"CP","CANADA","Canada","CAN.RR","CAN","ATW","BF51","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,69,1982,-30,0,1,0,69,1,0,-17
395,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1952,1950,1950,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,2362,1999,-47,0,1,0,2362,1,0,-531
430,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1952,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,484,Inf,NA,0,0,0,484,1,0,126
433,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1952,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,97,Inf,NA,0,0,0,97,1,0,-4
451,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1952,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,3,Inf,NA,0,0,0,823,0.00364520048602673,-0.216007978704725,-225
453,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1952,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,91,Inf,NA,0,0,0,823,0.110571081409478,-0.0483884561627768,-74
458,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1952,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,966,1997,-45,0,1,0,1039.615,0.929190132885732,0,0
461,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1952,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,337,Inf,NA,0,0,0,337,1,0,-243
606,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1953,1950,1950,"CP","CANADA","Canada","CAN.RR","CAN","ATW","BF51","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,29,1982,-29,0,1,0,29,1,0,-40
617,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1953,1950,1950,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,2364,1999,-46,0,1,0,2364,1,0,2
653,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1953,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,561,Inf,NA,0,0,0,561,1,0,77
656,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1953,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,225,Inf,NA,0,0,0,225,1,0,128
675,"LTA.ATL","LTA","Euthynnus alletteratus","2-Tuna (small)",1953,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,4,Inf,NA,0,0,0,7954,0.000502891626854413,0.000229462137483984,2
677,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1953,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,38,Inf,NA,0,0,0,1138,0.0333919156414763,0.0297467151554495,35
679,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1953,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,2,Inf,NA,0,0,0,7954,0.000251445813427206,-0.000158698420628436,-1
681,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1953,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,274,Inf,NA,0,0,0,1138,0.240773286467487,0.130202205058009,183
683,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1953,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,198,Inf,NA,0,0,0,7954,0.0248931355292934,NA,NA
688,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1953,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,1203,1997,-44,0,1,0,1294.68,0.929187135044953,-2.99784077861798e-06,237
834,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1954,1950,1950,"CP","CANADA","Canada","CAN.RR","CAN","ATW","BF51","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,49,1982,-28,0,1,0,49,1,0,20
846,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1954,1950,1950,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,3451,1999,-45,0,1,0,3451,1,0,1087
882,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1954,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,416,Inf,NA,0,0,0,416,1,0,-145
885,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1954,1950,1950,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,304,Inf,NA,0,0,0,304,1,0,79
904,"LTA.ATL","LTA","Euthynnus alletteratus","2-Tuna (small)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,3,Inf,NA,0,0,0,6537,0.000458926112895824,-4.39655139585891e-05,-1
906,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,4,Inf,NA,0,0,0,1509,0.00265076209410205,-0.0307411535473742,-34
908,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,3,Inf,NA,0,0,0,6537,0.000458926112895824,0.000207480299468617,1
910,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,296,Inf,NA,0,0,0,1509,0.196156394963552,-0.0446168915039348,22
912,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,134,Inf,NA,0,0,0,6537,0.0204986997093468,-0.00439443581994664,-64
917,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,305,1997,-43,0,1,0,328.246,0.929181162908307,-5.97213664643714e-06,-898
920,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1954,1950,1950,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,452,Inf,NA,0,0,0,452,1,0,115
1072,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1955,1950,1955,"CP","CANADA","Canada","CAN.RR","CAN","ATW","BF51","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,9,1982,-27,0,1,0,9,1,0,-40
1083,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1955,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,3031,1999,-44,0,1,0,3031,1,0,-420
1085,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1955,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,200,Inf,NA,0,0,0,200,1,NA,NA
1122,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1955,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,709,Inf,NA,0,0,0,709,1,0,293
1125,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1955,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,483,Inf,NA,0,0,0,483,1,0,179
1144,"LTA.ATL","LTA","Euthynnus alletteratus","2-Tuna (small)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,1,Inf,NA,0,0,0,8406.55,0.000118954862577395,-0.000339971250318429,-2
1146,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,9,Inf,NA,0,0,0,1242,0.0072463768115942,0.00459561471749215,5
1148,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,3,Inf,NA,0,0,0,8406.55,0.000356864587732185,-0.000102061525163639,0
1150,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,296,Inf,NA,0,0,0,1242,0.238325281803543,0.0421688868399906,0
1152,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,165,Inf,NA,0,0,0,8406.55,0.0196275523252702,-0.000871147384076617,31
1157,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,619,1997,-42,0,1,0,666.169,0.92919364305454,1.24801462335622e-05,314
1160,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1955,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,340,Inf,NA,0,0,0,340,1,0,-112
1316,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1956,1950,1955,"CP","CANADA","Canada","CAN.RR","CAN","ATW","unkn","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,3,1982,-26,0,1,0,3,1,0,-6
1327,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1956,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,1453,1999,-43,0,1,0,1453,1,0,-1578
1329,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1956,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,2100,Inf,NA,0,0,0,2100,1,0,1900
1344,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1956,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LL","C","UNKN",1,612,Inf,NA,0,0,0,672.82,0.909604351832585,NA,NA
1348,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1956,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,7,Inf,NA,0,0,0,672.82,0.0104039713444904,NA,NA
1349,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1956,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,32,Inf,NA,0,0,0,672.82,0.0475610118605273,0.037157040516037,25
1350,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1956,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,4,Inf,NA,0,0,0,672.82,0.00594512648256592,NA,NA
1351,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1956,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,15,Inf,NA,0,0,0,672.82,0.0222942243096222,0.0163490978270563,11
1352,"SWO.ATS","SWO","Xiphias gladius","1-Tuna (major sp.)",1956,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATS","unkn","SOUT","HSEA","Longline","LL","LL","C","UNKN",1,1,1998,-42,0,1,0,672.82,0.00148628162064148,NA,NA
1374,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1956,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-AZORES.BB","EU.PRT-PT-AZORES","ATE","SJ01","AZOR","UNKN","Bait boat","BB","BB","C","UNKN",1,657,Inf,NA,0,0,0,657,1,0,-52
1376,"SKJ.ATE","SKJ","Katsuwonus pelamis","1-Tuna (major sp.)",1956,1950,1955,"CP","EUROPEAN UNION","EU.Portugal","EU.PRT-PT-MADEIRA.BB","EU.PRT-PT-MADEIRA","ATE","SJ01","MDRA","UNKN","Bait boat","BB","BB","C","UNKN",1,345,Inf,NA,0,0,0,345,1,0,-138
1395,"LTA.MED","LTA","Euthynnus alletteratus","2-Tuna (small)",1956,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,81,Inf,NA,0,0,0,1639,0.0494203782794387,0.0421740014678445,72
1397,"BON.ATL","BON","Sarda sarda","2-Tuna (small)",1956,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,10,Inf,NA,0,0,0,8911.35,0.00112216443075404,0.000765299843021853,7
1399,"BON.MED","BON","Sarda sarda","2-Tuna (small)",1956,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.TP","EU.ESP-ES-MEDI","MED","BIL95","MEDI","EEZ","All gears","TP","TRAP","C","UNKN",1,98,Inf,NA,0,0,0,1639,0.0597925564368517,-0.178532725366691,-198
1401,"FRI.ATL","FRI","Auxis thazard","2-Tuna (small)",1956,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP.TP","EU.ESP","ATL","BIL94B","NE","EEZ","All gears","TP","TRAP","C","UNKN",1,3,Inf,NA,0,0,0,8911.35,0.000336649329226212,-0.019290902996044,-162
1406,"SWO.ATN","SWO","Xiphias gladius","1-Tuna (major sp.)",1956,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-SWO.LL","EU.ESP-ES-SWO","ATN","BIL94B","NE","UNKN","Longline","LL","LLSWO","C","RPT1",1,374,1997,-41,0,1,0,402.5,0.929192546583851,-1.09647068924357e-06,-245
1409,"SWO.MED","SWO","Xiphias gladius","1-Tuna (major sp.)",1956,1950,1955,"CP","EUROPEAN UNION","EU.España","EU.ESP-ES-MEDI.LL","EU.ESP-ES-MEDI","MED","BIL95","MEDI","UNKN","Longline","LL","LLSWO","C","UNKN",1,393,Inf,NA,0,0,0,393,1,0,53
1563,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1957,1950,1955,"CP","CANADA","Canada","CAN.RR","CAN","ATW","unkn","NW","UNKN","Sport (HL+RR)","RR","RRFB","C","UNKN",1,4,1982,-25,0,1,0,4,1,0,1
1576,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1957,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR.BB","EU.FRA-FR","ATE","BF54","NE","UNKN","Bait boat","BB","BB","C","UNKN",1,1550,1999,-42,0,1,0,1550,1,0,97
1578,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1957,1950,1955,"CP","EUROPEAN UNION","EU.France","EU.FRA-FR-ETRO.BB","EU.FRA-FR-ETRO","ATE","unkn","ETRO","UNKN","Bait boat","BB","BB","C","UNKN",1,6900,Inf,NA,0,0,0,6900,1,0,4800
1599,"BFT.ATE","BFT","Thunnus thynnus","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","NE","HSEA","Longline","LL","LL","C","UNKN",1,33,1999,-42,0,1,0,14497.049,0.00227632534041928,NA,NA
1602,"BFT.ATW","BFT","Thunnus thynnus","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","BF52","NW","HSEA","Longline","LL","LL","C","UNKN",1,30,1982,-25,0,1,0,14497.049,0.00206938667310844,NA,NA
1605,"YFT.ATW","YFT","Thunnus albacares","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATW","YF40","WTRO","HSEA","Longline","LL","LL","C","UNKN",1,2851,Inf,NA,0,0,0,14497.049,0.196660713501072,-0.712943638331513,2239
1608,"YFT.ATE","YFT","Thunnus albacares","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","ATE","unkn","ETRO","HSEA","Longline","LL","LL","C","UNKN",1,10347,Inf,NA,0,0,0,14497.049,0.7137314635551,NA,NA
1627,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,91,Inf,NA,0,0,0,14497.049,0.00627713957509559,-0.0412838722854317,59
1629,"BUM.A+M","BUM","Makaira nigricans","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","SOUT","HSEA","Longline","LL","LLFB","C","UNKN",1,673,Inf,NA,0,0,0,14497.049,0.0464232410333993,0.0401461014583037,582
1631,"WHM.A+M","WHM","Kajikia albida","1-Tuna (major sp.)",1957,1950,1955,"CP","JAPAN","Japan","JPN.LL","JPN","A+M","unkn","NORT","HSEA","Longline","LL","LLFB","C","UNKN",1,25,Inf,NA,0,0,0,14497.049,0.00172448889425703,-0.0205697354153652,10
